Identifiant,Code Postal,Localité,Horaires Lundi,Horaires Mardi,Horaires Mercredi,Horaires Jeudi,Horaires Vendredi,Horaires Samedi,Horaires Dimanche,Accès sur rendezvous,Téléphone,Adresse (Structure),Code Officiel Département
1084,54350,Mont-Saint-Martin,14:00-17:00,9:00-12:00/14:00-17:00,9:00-12:00/14:00-17:00,9:00-12:00/14:00-17:00,fermé,fermé,fermé,oui,33383851300,4 Rue Alfred Labbé,Grand Est
453,13700,Marignane,13h-17h,13h-17h,13h-17h,13h-17h,13h-17h,fermé,fermé,oui,,Avenue du Général Raoul Salan,Provence-Alpes-Côte d'Azur
1322,8120,Bogny-sur-Meuse,fermé,fermé,fermé,fermé,02/05/21, 9:00-13:00,fermé,fermé,https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-168268&enable_cookies_consent=1,4.76608,44
1384,39120,Chaussin,fermé,13:00-17:00,09:00-11:40,13:00-17:00,fermé,fermé,fermé,oui,33384868600,12 Grande rue,Bourgogne-Franche-Comté
1430,20090,Ajaccio,fermé,fermé,fermé,fermé,fermé,fermé,fermé,oui,33609982363,12 Avenue Napoleon III,Corse
1259,32120,Mauvezin,fermé,09:00-12:00/14:00-17:00,fermé,fermé,fermé,fermé,fermé,oui,33809541919,Promenade du Plan,Occitanie
1283,55150,Damvillers,A confirmer,A confirmer,A confirmer,A confirmer,A confirmer,fermé,fermé,oui,33372850117,1 Rue de l'Abbé Mandre,Grand Est
493,97410,Saint-Pierre,de 8h - 18h,de 8h - 18h,de 8h - 18h,de 8h - 18h,de 8h - 18h,de 8h - 12h,fermé,oui,262262720404,oui,
1472,77600,Jossigny,8H30-17H30,8H30-17H30,8H30-17H30,8H30-17H30,8H30-17H30,fermé,fermé,oui,,4 Cours de la Gondoire,Île-de-France
1343,30120,Le Vigan,fermé,13:00-17:00,13:00-17:00,13:00-17:00,13:30-17:00,fermé,fermé,oui,809541919,24 Avenue Emmanuel d'Alzon,Occitanie
504,14230,Isigny-sur-Mer,,,,,,,,oui,33279461156,rue de thiers,Normandie
1493,83250,La Londe-les-Maures,fermé,fermé,fermé,fermé,fermé,fermé,fermé,non précisé,,13 Rue du Marechal Joffre,Provence-Alpes-Côte d'Azur
1080,64410,Arzacq-Arraziguet,14:00-19:00,14:00-19:00,14:00-19:00,14:00-19:00,14:00-19:00,fermé,fermé,oui,33533097396,6 Rue Georges Donney,Nouvelle-Aquitaine
53,16500,Confolens,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,fermé,fermé,oui,33545844011,Rue du Docteur Marcel Perrot,Nouvelle-Aquitaine
886,22400,Lamballe-Armor,14h-18h,9h-13h / 14h-18h,9h-13h / 14h-18h,9h-13h / 14h-18h,9h-13h / 14h-18h,9h-13h,non précisé,non précisé,33257180060,6 Rue mouexigne,Bretagne
579,31260,Salies-du-Salat,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00,fermé,oui,33809541919,4 a Boulevard du Sel,Occitanie
384,71100,Chalon-sur-Saône,09:00-12:00/13:30-17:00,09:00-12:00/13:30-17:00,09:00-12:00/13:30-17:00,09:00-12:00/13:30-17:00,09:00-12:00/13:30-17:00,fermé,fermé,non précisé,,4 Rue Capitaine Drillien,Bourgogne-Franche-Comté
738,49150,Baugé-en-Anjou,9h-17h,9h-17h,9h-17h,9h-17h,9h-17h,9h-17h,fermé,oui,33973314975,1 Place Orgerie,Pays de la Loire
1317,8210,Mouzon,fermé,fermé,fermé,fermé,02/05/21, 14:00-18:00,fermé,fermé,https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-167409&enable_cookies_consent=1,5.07247,44
1323,36150,Vatan,fermé,fermé,fermé,fermé,fermé,fermé,fermé,non précisé,,62 avenue de la Liberation,Centre-Val de Loire
739,29300,Quimperlé,fermé,fermé,fermé,8h-20h,8h-20h,fermé,fermé,non précisé,33257180061,20 bis Avenue Général Leclerc,Bretagne
1301,40600,Biscarrosse,fermé,8h-12h / 13h30-17h30,8h-12h / 13h30-17h30,8h-12h / 13h30-17h30,8h-12h / 13h30-17h30,8h-12h,fermé,oui,05 58 82 70 64,1500 Avenue Pierre Latecoere - Centre Latécoère,Nouvelle-Aquitaine
1408,73190,Challes-les-Eaux,fermé,fermé,fermé,fermé,fermé,fermé,fermé,non précisé,,300 Avenue des Massettes,Auvergne-Rhône-Alpes
1187,3000,Moulins,09:30-12:30/13:30-16:30,09:30-12:30/13:30-16:30,09:30-12:30/13:30-16:30,09:30-12:30/13:30-16:30,09:30-12:30/13:30-16:30,fermé,fermé,oui,33801902446, Cerilly,oui
701,37500,Saint-Benoît-la-Forêt,,9h-17h,9h-17h,9h-17h,9h-12h,9h-12h,fermé,oui,33805021400,route de Tours,Centre-Val de Loire
475,92130,Issy-les-Moulineaux,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,fermé,non précisé,01 41 23 80 10,2 Rue du Bateau Lavoir,Île-de-France
1180,13200,Arles,13h30 - 16h45,13h30 - 16h45,13h30 - 16h45,13h30 - 16h45,13h30 - 16h45,fermé,fermé,oui,04 13 31 38 00,11 Rue Romain Rolland,Provence-Alpes-Côte d'Azur
663,38590,Saint-Etienne-de-Saint-Geoirs,09:00-12:00 13:30-17:00,09:00-12:00 13:30-17:00,09:00-12:00 13:30-17:00,09:00-12:00 13:30-17:00,09:00-12:00 13:30-17:00,09:00-12:00 13:30-17:00,fermé,oui,33476003134,1 Avenue Roland Garros,Auvergne-Rhône-Alpes
1174,26110,Nyons,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,fermé,oui,33475261287,130 Promenade de la Digue,Auvergne-Rhône-Alpes
1039,34210,Olonzac,9:00-12:00 / 13:00-17:00,9:00-12:00 / 13:00-17:00,9:00-12:00 / 13:00-17:00,9:00-12:00 / 13:00-17:00,9:00-12:00 / 13:00-17:00,9:00-12:00 / 13:00-17:00,fermé,oui,33809541919,Route d'Oupia,Occitanie
912,17500,Jonzac,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,fermé,oui,+33 5 17 24 03 48,57 Avenue Jean Moulin,Nouvelle-Aquitaine
810,13004,Marseille,fermé,8h30-12h00  / 13h30-17h00,8h30-12h00  / 13h30-17h00,8h30-12h00  / 13h30-17h00,fermé,fermé,fermé,oui,33486578167,176 Avenue de Montolivet,Provence-Alpes-Côte d'Azur
970,,62063,,08:00-12:30/13:30-18:00,08:00-12:30/13:30-18:00,08:00-12:30/13:30-18:00,08:00-12:30/13:30-18:00,08:00-12:30/13:30-18:00,08:00-12:30/13:30-18:00,08:00-12:30/13:30-18:00,https://partners.doctolib.fr/centre-de-sante/bruay-la-buissiere/centre-de-vaccination-covid-pas-de-calais?pid=practice-164609&enable_cookies_consent=1,2.52877,32
185,43000,Le Puy-en-Velay,,,,,,,,non précisé,33471043314,Stade Charles MASSOT - Place de la libération,Auvergne-Rhône-Alpes
1197,32400,Riscle,fermé,fermé,09:00-12:00/14:00-17:00,fermé,fermé,fermé,fermé,oui,33809541919,Rue des Pyrénées,Occitanie
476,92250,La Garenne-Colombes,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,fermé,oui,01 72 42 40 28,20-22 Rue de ChÃ¢teaudun,Île-de-France
1093,59280,Armentières,13:00-18:00,13:00-18:00,13:00-18:00,13:00-18:00,13:00-18:00,fermé,fermé,non précisé,33320481003,112 Rue Sadi Carnot,Hauts-de-France
546,58500,Clamecy,13:30-17:00,09:00-12:00/13:00-17:00,09:00-12:00/13:00-17:00,09:00-12:00/13:00-17:00,09:00-12:00/13:00-17:00,09:00-12:00,fermé,oui,33386934300,BOULEVARD MISSET,Bourgogne-Franche-Comté
624,75015,Paris,8h30-18h30,8h30-18h30,8h30-18h30,8h30-18h30,8h30-18h30,8h30-18h30,fermé,oui,3975,211 Rue de Vaugirard,Île-de-France
651,43200,Yssingeaux,,,,,,,,non précisé,33471657708,26 Avenue du 8 Mai 1945 - Salle de la Coupe du Monde,Auvergne-Rhône-Alpes
652,45200,Montargis,9h-12h30 / 14h30-18h,9h-12h30 / 14h30-18h,9h-12h30 / 14h30-18h,9h-12h30 / 14h30-18h,9h-12h30 / 14h30-18h,,fermé,oui,33805021400,16-18 Rue Carnot,Centre-Val de Loire
1017,,51507,,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30,fermé,https://partners.doctolib.fr/hopital-public/sainte-menehould/centre-de-vaccination-argonne-marne?speciality_id=5494&enable_cookies_consent=1,4.90593,44
834,83600,Fréjus,9h/17h,9h/17h,9h/17h,9h/17h,9h/17h,fermé,fermé,oui,33494519160,1196 Boulevard de la Mer,Provence-Alpes-Côte d'Azur
1105,2300,Sinceny,,,,,,fermé,fermé,oui,33374721178,1 bis Rue des Faiences,Hauts-de-France
953,25400,Audincourt,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30,fermé,oui,363421013,8 Rue de la mairie,Bourgogne-Franche-Comté
926,6380,Sospel,fermé,fermé,fermé,fermé,14h 17h,fermé,fermé,oui,04 93 04 30 42,Place Saint-franÃ§ois,Provence-Alpes-Côte d'Azur
625,34000,Montpellier,9:00-12:00 / 14:00-17:00,9:00-12:00 / 14:00-17:00,9:00-12:00 / 14:00-17:00,9:00-12:00 / 14:00-17:00,9:00-12:00 / 14:00-17:00,fermé,fermé,oui,33809541919,2 Place Paul Bec,Occitanie
226,69310,Pierre-Bénite,,,,,,,,non précisé,33423101010,165 Chemin du Grand Revoyet,84
455,13127,Vitrolles,fermé,9h-17h,9h-17h,9h-17h,9h-17h,fermé,fermé,oui,,2 La Tuilière,93
1358,45500,Gien,ouvert,ouvert,ouvert,ouvert,ouvert,fermé,fermé,oui,,2 ter Avenue Jean Villejean,Centre-Val de Loire
375,60120,Breteuil,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,fermé,fermé,oui,03 92 04 34 71,32 Rue de Paris,Hauts-de-France
1136,19250,Meymac,fermé,09:00-13:00/14:00-17:00,09:00-13:00/14:00-17:00,fermé,fermé,fermé,fermé,oui,,7 bis Avenue du Gaud,Nouvelle-Aquitaine
1008,68200,Mulhouse,non précisé,non précisé,non précisé,non précisé,non précisé,non précisé,non précisé,oui,33970818161,16 boulevard Charles Stoessel,Grand Est
1435,20167,Sarrola-Carcopino,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,oui,33495283747,T22 Centre commercial,Corse
125,27700,Les Andelys,,,,,,,,oui,33279461156,quai Enguerrand de Marigny,Normandie
1162,16120,ChÃ¢teauneuf-sur-Charente,fermé,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,fermé,fermé,oui,33675084263,Salle FranÃ§ois Gabard - La croix Chadenne,Nouvelle-Aquitaine
21,20600,Bastia,8:00-17:00,8:00-17:00,8:00-17:00,8:00-17:00,8:00-17:00,8:00-12:00,fermé,oui,33495591832,604 Chemin de Falconaja,Corse
1028,12500,Espalion,13:00-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,8:30-13:00,fermé,oui,33809541919,33 Avenue d'Estaing,Occitanie
1485,75020,Paris,9h-18h,9h-18h,9h-18h,9h-18h,9h-18h,9h-18h,9h-18h,oui,,4 Rue de la Chine,Île-de-France
110,50100,Cherbourg-en-Cotentin,,,,,,,,oui,33279461156,46 Rue Val de Saire,Normandie
1459,95300,Pontoise,fermé,fermé,13h30 16h,fermé,9h50 12h20,fermé,fermé,oui,33130754747,6 Avenue de l'île-de-France,Île-de-France
641,75020,Paris,8h30-17h,8h30-17h,8h30-17h,8h30-17h,8h30-17h,fermé,fermé,oui,3975,6 Place Gambetta,Île-de-France
748,31190,Auterive,08:00-12:00,08:00-12:00,08:00-12:00,08:00-12:00,08:00-12:00,fermé,fermé,oui,33809541919,8 Rue Michelet,Occitanie
729,49400,Saumur,9h-17h,9h-17h,9h-17h,9h-17h,9h-17h,9h-17h,fermé,oui,33241831288,404 Rue Emmanuel Clairefond,Pays de la Loire
825,42400,Saint-Chamond,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,fermé,fermé,non précisé,33970771710,19 Rue Victor Hugo,Auvergne-Rhône-Alpes
1333,21210,Saulieu,fermé,fermé,fermé,fermé,09:00 - 12:00 - 14:00-17:00,09:00 - 12:00 - 14:00-17:00,fermé,oui,33345810421,17 Avenue de la Gare,Bourgogne-Franche-Comté
1260,72120,Saint-Calais,fermé,13h15 / 17h30,13h15 / 17h30,13h15 / 17h30,13h15 / 17h30,fermé,fermé,oui,33627919535,2 Rue de la Perrine,Pays de la Loire
1392,43120,Monistrol-sur-Loire,fermé,fermé,fermé,fermé,fermé,9h-17h,fermé,oui,33188889596,9 Avenue de la Libération,Auvergne-Rhône-Alpes
1399,32000,Auch,fermé,09:00-12:00,09:00-12:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,fermé,fermé,oui,33562673030,14 place Maréchal Lannes,Occitanie
495,97400,Saint-Denis,de 8h - 18h,de 8h - 18h,de 8h - 18h,de 8h - 18h,de 8h - 18h,de 8h - 12h,fermé,oui,262262720404,oui,
1190,81500,Lavaur,8:50-12:00,8:50-12:00,8:50-12:00,8:50-12:00,8:50-12:00,fermé,fermé,oui,33809541919,1 Place Vialas,Occitanie
1186,81990,Le Sequestre,fermé,fermé,fermé,fermé,fermé,10:00-17:00,10:00-17:00,oui,33809541919,1 Rue de la Baute,Occitanie
492,11000,Carcassonne,14:30-18:30,14:30-18:30,14:30-18:30,14:30-18:30,14:30-18:30,fermé,fermé,oui,33809541919,1 Avenue des Berges de l'Aude,Occitanie
1135,,59009,,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,fermé,fermé,https://partners.doctolib.fr/centre-de-sante/villeneuve-d-ascq/centre-de-vaccination-covid-salle-marianne?speciality_id=5494&enable_cookies_consent=1,3.148,32
992,33500,Libourne,09:00-12:15/13:30-16:15,09:00-12:15/13:30-16:15,09:00-12:15/13:30-16:15,09:00-12:15/13:30-16:15,09:00-12:15/13:30-16:15,09:00-12:15/13:30-16:15,fermé,oui,,14 Boulevard de Quinault,Nouvelle-Aquitaine
606,75011,Paris,15h-17h,9h-17h,9h-17h,9h-17h,9h-17h,fermé,fermé,oui,3975,15 Rue Merlin,Île-de-France
230,69400,Gleizé,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,A préciser,A préciser,oui,33423101010,Route d'EPINAY- Parking P2,Auvergne-Rhône-Alpes
561,50600,Saint-Hilaire-du-HarcouÃ«t,,,,,,,,oui,33279461156,Route de Saint-James,Normandie
458,6800,Cagnes-sur-Mer,fermé,8h30-12h,fermé,fermé,8h30-12h,fermé,fermé,oui,33497100341,53 Avenue des Alpes,Provence-Alpes-Côte d'Azur
188,79000,Niort,09:30-12:00/13:30-16:30,09:30-12:00/13:30-16:30,09:30-12:00/13:30-16:30,09:30-12:00/13:30-16:30,09:30-12:00/13:30-16:30,09:30-12:00,fermé,oui,33549782010,40 Avenue Charles de Gaulle,Nouvelle-Aquitaine
643,58240,Saint-Pierre-le-MoÃ»tier,fermé,09:00-12:50,09:00-11:40,09:00-12:50,09:00-11:40,fermé,fermé,oui,33386934300,33 Place de l'Eglise,Bourgogne-Franche-Comté
865,77130,Montereau-Fault-Yonne,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,fermé,fermé,oui,33182340025,Place du Calvaire,Île-de-France
749,91700,Sainte-Geneviève-des-Bois,9h00-12h00 / 14h00-18h00,9h00-12h00 / 14h00-18h00,9h00-12h00 / 14h00-18h00,9h00-12h00 / 14h00-18h00,9h00-12h00 / 14h00-18h00,fermé,fermé,oui,01.70.58.96.48,1 rue du jardin public,Île-de-France
656,41200,Romorantin-Lanthenay,9h-13h/14h-18h,9h-13h/14h-18h,9h-13h/14h-18h,9h-13h/14h-18h,9h-13h/14h-18h,9h-13h/14h-18h,fermé,oui,33805021400,2 Avenue FranÃ§ois Mitterrand,Centre-Val de Loire
952,84100,Orange,13h - 17H30,13h - 17H30,13h - 17H30,13h - 17H30,13h - 17H30,fermé,fermé,oui,33490112323,Avenue de Lavoisier,Provence-Alpes-Côte d'Azur
955,6250,Mougins,8h30 12h30,8h30 12h30,8h30 12h30,8h30 12h30,8h30 12h30,8h30 12h30,fermé,oui,04 93 00 15 60,120 Avenue du Docteur Maurice Donat,Provence-Alpes-Côte d'Azur
760,91300,Massy,9h-12h30 / 14h-17h30,9h-12h30 / 14h-17h30,9h-12h30 / 14h-17h30,9h-12h30 / 14h-17h30,9h-12h30 / 14h-17h30,fermé,fermé,oui,160919797,8 Place Victor Schoelcher,Île-de-France
473,92110,Clichy,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,fermé,non précisé,800022000,6 Place du Marché,Île-de-France
1153,60800,Crépy-en-Valois,14:00-17:45,09:00-12:25/14:17:45,09:00-12:25/14:17:45,09:00-12:25/14:17:45,09:00-12:25/14:17:45,fermé,fermé,oui,33344594449,3 Mail Philippe d'Alsace,Hauts-de-France
843,85330,Noirmoutier-en-l'Île,8h30-17h30,8h30-17h30,8h30-17h30,8h30-17h30,8h30-17h30,8h30-12h30,fermé,oui,33256906412,2 Place de la Prée aux Ducs,Pays de la Loire
1030,48400,Florac Trois Rivières,fermé,14h - 18h,fermé,fermé,fermé,fermé,fermé,oui,33809541919,4 Place de l'Ancienne Gare,Occitanie
1354,32000,Auch,09:00-12:00,09:00-12:00,09:00-12:00,09:00-12:00,09:00-12:00,fermé,fermé,oui,33562613695,5 Allée Joseph Gesta,Occitanie
1396,45600,Sully-sur-Loire,ouvert,ouvert,fermé,fermé,fermé,fermé,fermé,oui,08 05 02 14 00,5 Rue des Déportés,Centre-Val de Loire
694,7500,Guilherand-Granges,13:30-17:00,08:30-12:30/13:30-17:00,08:30-12:30/13:30-17:00,08:30-12:30/13:30-17:00,08:30-12:30/13:30-17:00,fermé,fermé,oui,33475667799,294 Boulevard Charles de Gaulle,Auvergne-Rhône-Alpes
576,50110,Cherbourg-en-Cotentin,,,,,,,,oui,33279461156,,Normandie
209,67600,Sélestat,09:00-12:00/13:30-16:30,09:00-12:00/13:30-16:30,09:00-12:00/13:30-16:30,09:00-12:00/13:30-16:30,09:00-12:00/13:30-16:30,fermé,fermé,oui,33388575619,28 Avenue Louis Pasteur,Grand Est
1225,67400,Illkirch-Graffenstaden,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,fermé,oui,33388668000,10 Avenue Achille Baumann,Grand Est
943,54520,Laxou,9:00-12:00/13:00-17:00,9:00-12:00/13:00-17:00,9:00-12:00/13:00-17:00,9:00-12:00/13:00-17:00,9:00-12:00/13:00-17:00,9:00-12:00/13:00-17:00,fermé,oui,33383851300,1 Rue du Dr Archambault,Grand Est
1373,,2691,,09:00-12:00/13:00-17:30,09:00-12:00/13:00-17:30,09:00-12:00/13:00-17:30,09:00-12:00/13:00-17:30,09:00-12:00/13:00-17:30,fermé,fermé,https://partners.doctolib.fr/centre-de-sante/saint-quentin/centre-de-vaccination-covid-19-saint-quentin?speciality_id=5494&enable_cookies_consent=1,3.2939,32
730,74430,Saint-Jean-d'Aulps,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,08:00-13:00,fermé,oui,33612529410,58 Imp Alexis Leaud,Auvergne-Rhône-Alpes
1033,59800,Lille,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-13:00,fermé,oui,33320877980,1 Rue du Professeur Calmette,Hauts-de-France
987,40800,Aire-sur-l'Adour,08:30-12:30/14h00-18h00,08:30-12:30/14h00-18h00,08:30-12:30/14h00-18h00,08:30-12:30/14h00-18h00,08:30-12:30/14h00-18h00,8h30-12h30,fermé,oui,,3 Rue Gambetta,Nouvelle-Aquitaine
1398,24550,Villefranche-du-Périgord,9h-13h/14h-18h,9h-13h/14h-18h,9h-13h/14h-18h,9h-13h/14h-18h,9h-13h/14h-18h,fermé,fermé,oui,05 53 29 93 79,340 Le Colombier,Nouvelle-Aquitaine
1521,51600,Suippes,Non précisé,Non précisé,Non précisé,Non précisé,Non précisé,Non précisé,fermé,non précisé,,9 Rue Saint-Cloud,Grand Est
871,6420,Valdeblore,8H30 12h / 14H 18H,8H30 12h / 14H 18H,8H30 12h / 14H 18H,8H30 12h / 14H 18H,8H30 12h / 14H 18H,8H30 12,fermé,oui,33493020587,Route principale St Dalmas Voldeblore,Provence-Alpes-Côte d'Azur
600,31770,Colomiers,14:00-18:00,14:00-18:00,14:00-18:00,14:00-18:00,14:00-18:00,14:00-18:00,fermé,oui,33809541919,12 Avenue Yves Brunaud,Occitanie
661,58120,ChÃ¢teau-Chinon (Ville),14:00-17:00,09:00-12:00,09:00-12:00/14:00-17:00,14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00,fermé,oui,33386934300,40 Rue Jean Marie Thevenin,Bourgogne-Franche-Comté
1216,1500,Ambérieu-en-Bugey,08:30-12:30/14:00-18:00,08:30-12:30/14:00-18:00,08:30-12:30/14:00-18:00,08:30-12:30/14:00-18:00,08:30-12:30/14:00-18:00,fermé,fermé,oui,33428640049,8 Rue du Savoir,Auvergne-Rhône-Alpes
925,29000,Quimper,Fermé,10h-12h / 13h30-16h,10h-12h / 13h30-16h,Fermé,10h-12h / 13h30-16h,10h-12h / 13h30-16h,fermé,non précisé,33257180061,1 Allée Mgr Jean-René Calloc'h,Bretagne
1171,97200,Fort-de-France,9h00 - 17h00,9h00 - 17h00,9h00 - 17h00,9h00 - 17h00,9h00 - 17h00,9h00 - 13h00,fermé,oui,0596 76 57 36,Avenue Maurice Bishop,2
1347,50000,Saint-Lô,,,,,,,,non,,54 Rue des Ardoisieres,Normandie
1417,14123,Ifs,,,,,,,,oui,,Esplanade Francois Mitterrand,Normandie
1165,16190,Montmoreau,14:00-17:OO,09:00-12:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,14:00-17:00,09:00-12:00,fermé,oui,33952452416,rue Henri Dunant,Nouvelle-Aquitaine
1263,12400,Saint-Affrique,fermé,fermé,09:00-13:00/14:00-17:00,09:00-13:00/14:00-17:00,09:00-13:00/14:00-17:00,09:00-13:00,fermé,oui,33809541919,88 Avenue Lucien Galtier,Occitanie
111,19200,Ussel,fermé,fermé,10: 00-16: 00,10: 00-16: 00,fermé,fermé,fermé,oui,33555087520,2 Avenue du Docteur Roullet,Nouvelle-Aquitaine
895,81400,Carmaux,fermé,13:30-17:00,13:30-17:00,13:30-17:00,13:30-17:00,fermé,fermé,oui,33809541919,1 Boulevard Henri Barbusse,Occitanie
945,51300,Vitry-le-FranÃ§ois,08:30/17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,fermé,fermé,oui,33607109453,Esplanade de Tauberbischofsheim,Grand Est
217,87200,Saint-Junien,09:30-12:30  13:30-16:00,09:30-12:30  13:30-16:00,09:30-12:30  13:30-16:00,09:30-12:30  13:30-16:00,,fermé,fermé,oui,33555087520,12 Rue Chateaubriand,Nouvelle-Aquitaine
806,19100,Brive-la-Gaillarde,fermé,pas d'horaires réguliers,pas d'horaires réguliers,pas d'horaires réguliers,pas d'horaires réguliers,fermé,fermé,oui,+335 55 88 84 81,23 Impasse des Cedres,Nouvelle-Aquitaine
1270,21500,Montbard,fermé,fermé,ouvert  le 27/01,ouvert le 28/01,ouvert le 30 seulement le matin,fermé,fermé,oui,33345810421,Place Léon Gambetta,Bourgogne-Franche-Comté
570,71100,Chalon-sur-Saône,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,fermé,oui,33385218399,1 Place Mathias,Bourgogne-Franche-Comté
631,75017,Paris,9h-23h,9h-23h,9h-23h,9h-23h,9h-23h,9h-23h,9h-23h,oui,3975,2 Rue Francis Garnier,Île-de-France
1141,13400,Aubagne,14H - 16H,14H - 16H,14H - 16H,14H - 16H,14H - 16H,fermé,fermé,oui,04 13 31 38 00,10 Avenue Antide Boyer,Provence-Alpes-Côte d'Azur
484,94500,Champigny-sur-Marne,09:00-12:00/14:00-18:00,09:00-12:00/14:00-18:00,09:00-12:00/14:00-18:00,09:00-12:00/14:00-18:00,09:00-12:00/14:00-18:00,fermé,fermé,oui,33615287380,600 RUE HENRI BARBUSSE,Île-de-France
144,18600,Sancoins,13h30-18h30,13h30-18h30,9h-12h30/13h30-18h30,13h30-18h30,13h30-18h30,fermé,fermé,oui,08 05 02 14 00,3 Rue de l'Industrie,Centre-Val de Loire
415,79700,Mauléon,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,fermé,fermé,oui,33549815622,6 Rue du Chemin Vert,Nouvelle-Aquitaine
199,9000,Foix,17:00-19:00,17:00-19:00,17:00-19:00,17:00-19:00,17:00-19:00,09:00-12:00,09:00-12:00,oui,33809541919,2 ter Avenue du Cardiè,Occitanie
388,34700,Lodève,fermé,8:30-13h / 14:00-19:00,8:30-13h / 14:00-19:00,8:30-13h / 14:00-19:00,8:30-12:30,fermé,fermé,oui,33809541919,1 bis Rue du 4 Septembre,Occitanie
538,21400,ChÃ¢tillon-sur-Seine,fermé,09:00-13:00/14:00-17:00,09:00-13:00/14:00-17:00,09:00-13:00/14:00-17:00,09:00-13:00/14:00-17:00,fermé,fermé,oui,33345810421,11 Rue Albert Camus,Bourgogne-Franche-Comté
400,59230,Saint-Amand-les-Eaux,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,fermé,oui,33392043471,19 Rue des Anciens d'Afrique du Nord,Hauts-de-France
464,92290,ChÃ¢tenay-Malabry,08:00-19:30,08:00-19:30,08:00-19:30,08:00-19:30,08:00-19:30,08:00-19:30,fermé,oui,33146834683,160 Avenue de la Division Leclerc,Île-de-France
512,95200,Sarcelles,14h-20h,14h-20h,14h-20h,14h-20h,14h-20h,14h-20h,14h-20h,oui,134457402,1 Route des Refuzniks,Île-de-France
838,83310,Grimaud,9h/17h,9h/17h,9h/17h,9h/17h,9h/17h,fermé,fermé,oui,33615169133,1164 Route des Blaquieres,Provence-Alpes-Côte d'Azur
691,28240,La Loupe,9h-12h/13h30-16h30,9h-12h/13h30-16h30,9h-12h/13h30-16h30,9h-12h/13h30-16h30,9h-12h/13h30-16h30,fermé,fermé,oui,33805021400,1 Place Vauban,Centre-Val de Loire
1111,10000,Troyes,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,fermé,fermé,oui,33325497584,101 Avenue Anatole France,Grand Est
265,59187,Dechy,09:30-12:00/13:30-16:00,09:30-12:00/13:30-16:00,09:30-12:00/13:30-16:00,09:30-12:00/13:30-16:00,09:30-12:00/13:30-16:00,,,non précisé,33327947979,1 bis Route de Cambrai,Hauts-de-France
